"法人番号","商号または名称","商号または名称（カナ）","商号または名称（英字）","登記記録の閉鎖等年月日","登記記録の閉鎖等の事由","登記住所","郵便番号","都道府県","都道府県コード","市区町村（郡）","市区町村コード","番地以下","組織種別","処理区分","訂正区分","状態","代表者名称","資本金","従業員数","企業規模詳細(男性)","企業規模詳細(女性)","事業概要","WebサイトURL","創業年","事業種目","設立年月日","全省庁統一資格-資格等級","全省庁統一資格-営業品目","更新年月日","キー情報","データ品質","データ品質-代表者名称","データ品質-資本金","データ品質-従業員数","データ品質-企業規模詳細(男性)","データ品質-企業規模詳細(女性)","データ品質-事業概要","データ品質-WebサイトURL","データ品質-創業年","データ品質-事業種目","データ品質-設立年月日","データ品質-全省庁統一資格-資格等級","データ品質-全省庁統一資格-営業品目","出典元","出典元-代表者名称","出典元-資本金","出典元-従業員数","出典元-企業規模詳細(男性)","出典元-企業規模詳細(女性)","出典元-事業概要","出典元-WebサイトURL","出典元-創業年","出典元-事業種目","出典元-設立年月日","出典元-全省庁統一資格-資格等級","出典元-全省庁統一資格-営業品目","データ取込頻度","データ取込頻度-代表者名称","データ取込頻度-資本金","データ取込頻度-従業員数","データ取込頻度-企業規模詳細(男性)","データ取込頻度-企業規模詳細(女性)","データ取込頻度-事業概要","データ取込頻度-WebサイトURL","データ取込頻度-創業年","データ取込頻度-事業種目","データ取込頻度-設立年月日","データ取込頻度-全省庁統一資格-資格等級","データ取込頻度-全省庁統一資格-営業品目","最終取得日","最終取得日-代表者名称","最終取得日-資本金","最終取得日-従業員数","最終取得日-企業規模詳細(男性)","最終取得日-企業規模詳細(女性)","最終取得日-事業概要","最終取得日-WebサイトURL","最終取得日-創業年","最終取得日-事業種目","最終取得日-設立年月日","最終取得日-全省庁統一資格-資格等級","最終取得日-全省庁統一資格-営業品目","最終更新日","最終更新日-代表者名称","最終更新日-資本金","最終更新日-従業員数","最終更新日-企業規模詳細(男性)","最終更新日-企業規模詳細(女性)","最終更新日-事業概要","最終更新日-WebサイトURL","最終更新日-創業年","最終更新日-事業種目","最終更新日-設立年月日","最終更新日-全省庁統一資格-資格等級","最終更新日-全省庁統一資格-営業品目"
"6430005002513","北海道電気資材卸業協同組合","ホッカイドウデンキシザイオロシギョウ","","","","北海道札幌市中央区大通東３丁目２番地","0600041","北海道","01","札幌市中央区","101","大通東３丁目２番地","399","01","1","","","","","","","","","","","","","","2018-07-02","6430005002513","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6430005002678","北海電工労働組合","ホッカイデンコウ","","","","北海道札幌市白石区菊水二条１丁目８番２１号","0030802","北海道","01","札幌市白石区","104","菊水二条１丁目８番２１号","399","11","0","","","","","","","","","","","","","","2024-10-08","6430005002678","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6440001000726","協同電気通信株式会社","キョウドウデンキツウシン","","","","北海道函館市桔梗２丁目１０番１２号","0410808","北海道","01","函館市","202","桔梗２丁目１０番１２号","301","01","1","","代表取締役　石塚　徹","","23","","","電気工事、電気通信工事、消防施設工事の施工及び施工管理","","","D:建設業","1981-02-04","|D|D|","216|309","2018-11-27","6440001000726","政府連携データ","政府連携データ","","","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","法人番号公表サイト","職場情報総合サイト","","","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","GEPS","GEPS","GEPS","日次","日次","","","日次","日次","日次","日次","日次","日次","日次","日次","日次","2025-12-05","2026-02-13","","","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-03-12","2026-03-12","2026-03-12","2025-12-05","2026-02-13","","","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-03-12","2026-03-12","2026-03-12"
"6440001001030","株式会社青函設備工業","セイカンセツビコウギョウ","","","","北海道函館市宝来町２３番５号","0400043","北海道","01","函館市","202","宝来町２３番５号","301","01","1","","代表取締役　斎藤　秀司","","18","14","4","","","","D:建設業","1966-10-01","|D|D|","215|221|229|309|315","2018-08-03","6440001001030","政府連携データ","政府連携データ","","","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","法人番号公表サイト","職場情報総合サイト","","","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","GEPS","GEPS","GEPS","日次","日次","","","日次","日次","日次","日次","日次","日次","日次","日次","日次","2025-12-05","2026-02-13","","","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-03-12","2026-03-12","2026-03-12","2025-12-05","2026-02-13","","","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-03-12","2026-03-12","2026-03-12"
"6440001001071","綜合通信株式会社","ソウゴウツウシン","","","","北海道函館市青柳町２４番１８号","0400044","北海道","01","函館市","202","青柳町２４番１８号","301","01","1","","","","","","","","","","","","","","2018-12-26","6440001001071","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6440001001162","株式会社高丘設備工業","タカオカセツビコウギョウ","","","","北海道函館市高丘町５４番１３号","0420955","北海道","01","函館市","202","高丘町５４番１３号","301","01","1","","代表取締役　高橋　眞司","","","","","","","","","1985-02-25","|D|D|","221|309","2021-02-22","6440001001162","政府連携データ","政府連携データ","","","","","","","","","政府連携データ","政府連携データ","政府連携データ","法人番号公表サイト","GEPS","","","","","","","","","GEPS","GEPS","GEPS","日次","日次","","","","","","","","","日次","日次","日次","2025-12-05","2026-03-12","","","","","","","","","2026-03-12","2026-03-12","2026-03-12","2025-12-05","2026-03-12","","","","","","","","","2026-03-12","2026-03-12","2026-03-12"
"6440001001939","藤電気工事株式会社","","","2025-01-21","21","北海道函館市昭和４丁目１４番６号","0410812","北海道","01","函館市","202","昭和４丁目１４番６号","301","21","0","閉鎖","","","","","","","","","","","","","2025-01-22","6440001001939","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6440001001988","株式会社平和設備","ヘイワセツビ","","","","北海道函館市桔梗２丁目３８番２９号","0410808","北海道","01","函館市","202","桔梗２丁目３８番２９号","301","01","1","","代表取締役　後藤　正一","","","","","","","","","1983-12-26","|D|D|","221|309","2022-03-03","6440001001988","政府連携データ","政府連携データ","","","","","","","","","政府連携データ","政府連携データ","政府連携データ","法人番号公表サイト","GEPS","","","","","","","","","GEPS","GEPS","GEPS","日次","日次","","","","","","","","","日次","日次","日次","2025-12-05","2026-03-12","","","","","","","","","2026-03-12","2026-03-12","2026-03-12","2025-12-05","2026-03-12","","","","","","","","","2026-03-12","2026-03-12","2026-03-12"
"6440001002359","株式会社水沼設備工業","ミズヌマセツビコウギョウ","","","","北海道函館市山の手１丁目３３番２２号","0410836","北海道","01","函館市","202","山の手１丁目３３番２２号","301","01","1","","代表取締役　政　史郎","","","","","","","","","1991-01-30","|D|D|","221|309","2021-01-18","6440001002359","政府連携データ","政府連携データ","","","","","","","","","政府連携データ","政府連携データ","政府連携データ","法人番号公表サイト","GEPS","","","","","","","","","GEPS","GEPS","GEPS","日次","日次","","","","","","","","","日次","日次","日次","2025-12-05","2026-03-12","","","","","","","","","2026-03-12","2026-03-12","2026-03-12","2025-12-05","2026-03-12","","","","","","","","","2026-03-12","2026-03-12","2026-03-12"
"6440001002937","株式会社協栄設備","","","","","北海道函館市湯浜町４番２１号","0420933","北海道","01","函館市","202","湯浜町４番２１号","301","01","0","","","","","","","","","","","","","","2015-10-30","6440001002937","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6440001004652","株式会社ｉＤ","アイディ","","","","北海道函館市本町６番１０号","0400011","北海道","01","函館市","202","本町６番１０号","301","01","1","","代表取締役　小竹陽一朗","","102","","","最先端ネットワーク技術の研究開発","http://www.intelligent-design.co.jp/","","G:情報通信業","2005-02-02","C|C|C|","116|117|216|217|303|304|306","2025-01-06","6440001004652","政府連携データ","政府連携データ","","","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","法人番号公表サイト","職場情報総合サイト","","","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","GEPS","GEPS","GEPS","日次","日次","","","日次","日次","日次","日次","日次","日次","日次","日次","日次","2025-12-05","2026-02-13","","","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-03-12","2026-03-12","2026-03-12","2025-12-05","2026-02-13","","","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-03-12","2026-03-12","2026-03-12"
"6440001005056","本間電工株式会社","ホンマデンコウ","","","","北海道北斗市七重浜３丁目４番３１号","0490111","北海道","01","北斗市","236","七重浜３丁目４番３１号","301","12","1","","","","","","","","","","","","","","2018-09-06","6440001005056","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"6440001005444","良和電業株式会社","リョウワデンギョウ","","","","北海道函館市昭和３丁目３０番２８号","0410812","北海道","01","函館市","202","昭和３丁目３０番２８号","301","01","1","","","","","","","","","","","","","","2022-03-31","6440001005444","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
